"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"464",464,"https://www.plugshare.com/location/606827","['41.27865350105308']","['-72.59597362456547']","['Samson Rock Dr & Scranton Gazebo, Madison, CT 06443, USA ']","['8 Plugs']","['J-1772']","['12 - 13.3 kW']","['8 Stations']","['1']","['0']","['6']","['AmpUp']","Sat Jun 07 2025 12:03:37 GMT-0400 (Eastern Daylight Time)"
"465",465,"https://www.plugshare.com/location/58082","['41.830291']","['-72.736335']","['800 Bloomfield Avenue, Bloomfield, CT 06002 ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:03:37 GMT-0400 (Eastern Daylight Time)"
"466",466,"https://www.plugshare.com/location/706733","['41.72492']","['-72.67178']","['38 Wolcott Hill Rd, Wethersfield, CT 06109, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:53:23 GMT-0400 (Eastern Daylight Time)"
"467",467,"https://www.plugshare.com/location/518674","['41.8006']","['-72.2446']","['10 S Eagleville Rd, Storrs, CT 06268, USA ']","['5 Plugs']","['J-1772']","['6.656 kW']","['5 Stations']","['3']","['0']","['1']","['SWTCH']","Sat Jun 07 2025 12:00:46 GMT-0400 (Eastern Daylight Time)"
"468",468,"https://www.plugshare.com/location/271791","['41.16289']","['-73.23364']","['655 Commerce Dr, Fairfield, CT 06825, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:44:40 GMT-0400 (Eastern Daylight Time)"
"469",469,"https://www.plugshare.com/location/310589","['41.161454']","['-73.235913']","['1401 Kings Hwy, Fairfield, CT 06824, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['2']","['2']","['0']","['Blink']","Sat Jun 07 2025 12:20:02 GMT-0400 (Eastern Daylight Time)"
"470",470,"https://www.plugshare.com/location/637593","['41.05801094139923']","['-73.54881367361068']","['54 W North St, Stamford, CT 06902 ']","['2 Plugs']","['J-1772']","['7.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:52:20 GMT-0400 (Eastern Daylight Time)"
"471",471,"https://www.plugshare.com/location/570708","['41.76423860049245']","['-72.67082904586027']","['1 Tower Square, Hartford, CT 06103 ']","['21 Plugs']","['J-1772']","['6.24 - 19.2 kW']","['11 Stations']","['13']","['3']","['5']","['Blink']","Sat Jun 07 2025 12:04:08 GMT-0400 (Eastern Daylight Time)"
"472",472,"https://www.plugshare.com/location/488328","['41.5803839']","['-73.0314868']","['152 Chase Avenue, Waterbury, CT 06704, USA ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['100 kW', '100 kW']","['2 Stations', '2 Stations']","['2', '2']","['0', '0']","['0', '0']","['EVgo', 'EVgo']","Sat Jun 07 2025 12:18:25 GMT-0400 (Eastern Daylight Time)"
"473",473,"https://www.plugshare.com/location/578222","['41.3004413']","['-72.928985']","['9 Tower Lane, New Haven, CT 06519, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['1']","['3']","['0']","['Blink']","Sat Jun 07 2025 12:36:37 GMT-0400 (Eastern Daylight Time)"
"474",474,"https://www.plugshare.com/location/327125","['41.316157']","['-72.927848']","['36 Canal St, New Haven, CT 06511, USA ']","['6 Plugs']","['J-1772']","['6.48 kW']","['3 Stations']","['4']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:01:56 GMT-0400 (Eastern Daylight Time)"
"475",475,"https://www.plugshare.com/location/731043","['41.363023066122935']","['-72.11719281971455']","['488 Colman St, New London, CT 06320, USA ']","['4 Plugs']","['CCS1']","['120 kW']","['4 Stations']","['3']","['1']","['0']","['EvGateway']","Sat Jun 07 2025 11:56:45 GMT-0400 (Eastern Daylight Time)"
"476",476,"https://www.plugshare.com/location/660335","['41.78550982057003']","['-72.65706416219473']","['99 Leibert Rd, Hartford, CT 06120, USA ']","['3 Plugs', '2 Plugs']","['J-1772', 'CCS1']","['19.2 kW', '50 kW']","['3 Stations', '2 Stations']","['2', '0']","['1', '1']","['0', '1']","['EV Connect', 'EV Connect']","Sat Jun 07 2025 11:26:49 GMT-0400 (Eastern Daylight Time)"
"477",477,"https://www.plugshare.com/location/712697","['41.050506']","['-73.542821']","['75 Tresser Blvd, Stamford, CT 06901, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:43:29 GMT-0400 (Eastern Daylight Time)"
"478",478,"https://www.plugshare.com/location/590073","['41.66607320326933']","['-72.78196345396726']","['136 Main St, New Britain, CT 06051, USA ']","['2 Plugs']","['J-1772']","['7.2 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:36:22 GMT-0400 (Eastern Daylight Time)"
"479",479,"https://www.plugshare.com/location/603692","['41.785166']","['-72.622662']","['6 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:32:08 GMT-0400 (Eastern Daylight Time)"
"480",480,"https://www.plugshare.com/location/487056","['41.33376693589196']","['-72.09818346396257']","['272 Pequot Ave, New London, CT 06320, USA ']","['6 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:20:56 GMT-0400 (Eastern Daylight Time)"
"481",481,"https://www.plugshare.com/location/334145","['41.139502']","['-73.361345']","['20 Jesup Rd, Westport, CT 06880, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 12:22:37 GMT-0400 (Eastern Daylight Time)"
"482",482,"https://www.plugshare.com/location/587834","['41.82006181449258']","['-72.86928724497557']","['46 Albany Turnpike, West Simsbury, CT 06092, USA ']","['1 Plug', '1 Plug']","['CCS1', 'CHAdeMO']","['62 kW', '62.5 kW']","['1 Station', '1 Station']","['1', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:25:08 GMT-0400 (Eastern Daylight Time)"
"483",483,"https://www.plugshare.com/location/770911","['41.63732']","['-72.75988']","['166 Old Brickyard Ln, Berlin, CT 06037, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:05:00 GMT-0400 (Eastern Daylight Time)"
"484",484,"https://www.plugshare.com/location/135947","['41.744452']","['-72.714465']","['413 new park ave, West Hartford, CT 06110, USA ']","['2 Plugs']","['J-1772']","['11.949 - 13.5 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:48:50 GMT-0400 (Eastern Daylight Time)"
"485",485,"https://www.plugshare.com/location/561252","['41.7607479772068']","['-72.70835699140166']","['873 West Blvd, Hartford, CT 06105 ']","['4 Plugs']","['J-1772']","['7.7 kW']","['4 Stations']","['3']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:03:28 GMT-0400 (Eastern Daylight Time)"
"486",486,"https://www.plugshare.com/location/603710","['41.785273']","['-72.624806']","['24 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:46:59 GMT-0400 (Eastern Daylight Time)"
"487",487,"https://www.plugshare.com/location/67084","['41.47556']","['-71.960515']","['350 Trolley Line Blvd, Mashantucket, CT 06338, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:37:08 GMT-0400 (Eastern Daylight Time)"
"488",488,"https://www.plugshare.com/location/80568","['41.469959']","['-71.952327']","['101 Trolley Line Blvd, Mashantucket, CT 06338, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:27:48 GMT-0400 (Eastern Daylight Time)"
"489",489,"https://www.plugshare.com/location/653322","['41.692755']","['-71.806805']","['1183 Plainfield Pike, Oneco, CT 06373 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:26:13 GMT-0400 (Eastern Daylight Time)"
"490",490,"https://www.plugshare.com/location/638033","['41.82872']","['-72.7359']","['37 Jerome Avenue, Bloomfield 06002 ']","['2 Plugs']","['J-1772']","['16.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:36:47 GMT-0400 (Eastern Daylight Time)"
"491",491,"https://www.plugshare.com/location/712698","['41.050069']","['-73.544546']","['75 Tresser Blvd, Stamford, CT 06901, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:48:35 GMT-0400 (Eastern Daylight Time)"
"492",492,"https://www.plugshare.com/location/737033","['41.37740446769549']","['-73.47122883432388']","['83 Wooster Hts Rd, Danbury, CT 06810, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:54:23 GMT-0400 (Eastern Daylight Time)"
"493",493,"https://www.plugshare.com/location/5962","['41.298341']","['-72.925941']","['40 Union Ave, New Haven, CT 06519, USA ']","['12 Plugs']","['J-1772']","['6.48 kW']","['6 Stations']","['4']","['8']","['0']","['ChargePoint']","Sat Jun 07 2025 12:37:11 GMT-0400 (Eastern Daylight Time)"
"494",494,"https://www.plugshare.com/location/638623","['41.033616099550336']","['-73.5691845237893']","['143 Sound Beach Ave, Old Greenwich, CT 06870, USA ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['3']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:40:53 GMT-0400 (Eastern Daylight Time)"
"495",495,"https://www.plugshare.com/location/750018","['41.040969']","['-73.540325']","['201 Commons Park S, Stamford, CT 06902, USA ']","['2 Plugs']","['J-1772']","['19.2 kW']","['2 Stations']","['2']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 11:43:05 GMT-0400 (Eastern Daylight Time)"
"496",496,"https://www.plugshare.com/location/269981","['41.90247143310187']","['-72.78703697025776']","['1313 Hopmeadow St, Simsbury, CT 06070, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['2']","['ChargePoint']","Sat Jun 07 2025 12:20:08 GMT-0400 (Eastern Daylight Time)"
"497",497,"https://www.plugshare.com/location/709152","['41.8028263']","['-72.5353178']","['30 Catherines Way, Manchester 06042 ']","['23 Plugs']","['J-1772']","['7.2 kW']","['23 Stations']","['21']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:09:46 GMT-0400 (Eastern Daylight Time)"
"498",498,"https://www.plugshare.com/location/478027","['41.182835']","['-73.252997']","['2228 Black Rock Turnpike, Fairfield, CT 06825, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['0']","['2']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:27:10 GMT-0400 (Eastern Daylight Time)"
"499",499,"https://www.plugshare.com/location/709781","['41.7603056']","['-72.6785844']","['102 Wadsworth St, Hartford 06106 ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['1']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:21:05 GMT-0400 (Eastern Daylight Time)"
"500",500,"https://www.plugshare.com/location/312566","['41.757458']","['-72.702496']","['Park St, Hartford, CT 06106, USA ']","['1 Plug']","['J-1772']","['6.24 kW']","['1 Station']","['1']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:02:03 GMT-0400 (Eastern Daylight Time)"
"501",501,"https://www.plugshare.com/location/706748","['41.614586']","['-72.898754']","['957 West St, Southington, CT 06489 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:24:25 GMT-0400 (Eastern Daylight Time)"
"502",502,"https://www.plugshare.com/location/638719","['41.71143']","['-72.21064']","['645 Main St, Willimantic, CT 06226, USA ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:18:18 GMT-0400 (Eastern Daylight Time)"
"503",503,"https://www.plugshare.com/location/196319","['38.903973']","['-77.040551']","['1100 Connecticut Ave NW, Washington, DC 20036, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:30:48 GMT-0400 (Eastern Daylight Time)"
"504",504,"https://www.plugshare.com/location/638032","['41.66755']","['-72.78044']","['35 Bank Street, New Britain 06051 ']","['4 Plugs']","['J-1772']","['16.6 kW']","['4 Stations']","['3']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 12:38:30 GMT-0400 (Eastern Daylight Time)"
"505",505,"https://www.plugshare.com/location/638672","['41.6104']","['-72.87633']","['365 N Main St, Southington, CT 06489, USA ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:21:13 GMT-0400 (Eastern Daylight Time)"
"506",506,"https://www.plugshare.com/location/99739","['41.119349']","['-73.372878']","['49 Charles St, Westport, CT 06880, USA ']","['5 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['5 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:26:29 GMT-0400 (Eastern Daylight Time)"
"507",507,"https://www.plugshare.com/location/538757","['41.30792791854383']","['-72.93241068720818']","['150 York St, New Haven, CT 06511, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 11:17:56 GMT-0400 (Eastern Daylight Time)"
"508",508,"https://www.plugshare.com/location/653167","['41.376023']","['-72.075417']","['531 Connecticut 12, Groton 06340 ']","['2 Plugs']","['J-1772']","['12.96 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:25:26 GMT-0400 (Eastern Daylight Time)"
"509",509,"https://www.plugshare.com/location/38726","['41.387573']","['-72.158738']","['969 Hartford Road Waterford, CT 06385 ']","['2 Plugs']","['J-1772']","['3.12 - 6.24 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 12:28:45 GMT-0400 (Eastern Daylight Time)"
"510",510,"https://www.plugshare.com/location/563097","['41.554671']","['-72.767963']","['680 Westfield Rd, Meriden, CT 06450, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:53:03 GMT-0400 (Eastern Daylight Time)"
"511",511,"https://www.plugshare.com/location/603711","['41.78534']","['-72.624076']","['49 Columbus Cir, East Hartford, CT 06108, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:40:40 GMT-0400 (Eastern Daylight Time)"
"512",512,"https://www.plugshare.com/location/264909","['41.931377876304914']","['-72.79115368947983']","['3 Murthas Way, Granby, CT 06035, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:23:48 GMT-0400 (Eastern Daylight Time)"
"513",513,"https://www.plugshare.com/location/552333","['41.711066']","['-72.578151']","['256 Oakwood Dr Suite 3, Glastonbury, CT 06033, USA ']","['1 Plug', '1 Plug']","['CCS1', 'CHAdeMO']","['50 kW', '50 kW']","['1 Station', '1 Station']","['0', '0']","['0', '0']","['1', '1']","['EV Connect', 'EV Connect']","Sat Jun 07 2025 11:30:09 GMT-0400 (Eastern Daylight Time)"
"514",514,"https://www.plugshare.com/location/587109","['41.364070464805664']","['-72.11823266258448']","['490 Broad St, New London, CT 06320, USA ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['125 kW', '125 kW']","['2 Stations', '2 Stations']","['2', '2']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:22:41 GMT-0400 (Eastern Daylight Time)"
"515",515,"https://www.plugshare.com/location/621951","['41.66192733534623']","['-72.78443853372957']","['48 Grand St, New Britain, CT 06052, USA ']","['2 Plugs']","['J-1772']","['11.52 kW']","['2 Stations']","['2']","['0']","['0']","['Red E']","Sat Jun 07 2025 11:31:17 GMT-0400 (Eastern Daylight Time)"
"516",516,"https://www.plugshare.com/location/619909","['41.370208']","['-73.476687']","['1 Miry Brook Rd, Danbury, CT 06810, USA ']","['4 Plugs', '2 Plugs', '2 Plugs']","['J-1772', 'CCS1', 'CHAdeMO']","['6.48 kW', '62 kW', '62.5 kW']","['2 Stations', '2 Stations', '2 Stations']","['4', '1', '1']","['0', '1', '1']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:16:33 GMT-0400 (Eastern Daylight Time)"
"517",517,"https://www.plugshare.com/location/638723","['41.830103241260154']","['-72.73810967857361']","['717 Bloomfield Ave, Bloomfield, CT 06002, USA ']","['4 Plugs']","['J-1772']","['20 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:43:15 GMT-0400 (Eastern Daylight Time)"
"518",518,"https://www.plugshare.com/location/725858","['41.250484']","['-72.872779']","['Breezewood Condominiums, 130 Coe Ave, East Haven, CT 06512, USA ']","['4 Plugs']","['J-1772']","['9.568 kW']","['4 Stations']","['1']","['0']","['2']","['SWTCH']","Sat Jun 07 2025 11:20:54 GMT-0400 (Eastern Daylight Time)"
"519",519,"https://www.plugshare.com/location/590884","['41.34573694312467']","['-72.93460773254091']","['1190 Dixwell Ave, Hamden, CT 06514, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['0']","['0']","['2']","['EvGateway']","Sat Jun 07 2025 12:29:58 GMT-0400 (Eastern Daylight Time)"
"520",520,"https://www.plugshare.com/location/567785","['41.305356']","['-72.932176']","['330 George St, New Haven, CT 06511, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:14:40 GMT-0400 (Eastern Daylight Time)"
"521",521,"https://www.plugshare.com/location/516306","['41.283466']","['-72.455568']","['976 Boston Post Rd, Westbrook, CT 06498, USA ']","['2 Plugs']","['J-1772']","['7.2 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:28:02 GMT-0400 (Eastern Daylight Time)"
"522",522,"https://www.plugshare.com/location/643532","['41.31457599986965']","['-72.9051839067459']","['470 James St, New Haven, CT 06513, USA ']","['6 Plugs']","['J-1772']","['11.5 kW']","['6 Stations']","['2']","['0']","['1']","['AmpUp, AmpedUp!']","Sat Jun 07 2025 11:27:48 GMT-0400 (Eastern Daylight Time)"
"523",523,"https://www.plugshare.com/location/198625","['41.362797']","['-72.117403']","['488 Colman St, New London, CT 06320, USA ']","['3 Plugs', '1 Plug']","['J-1772', 'CCS1']","['6.48 kW', '23.92 kW']","['2 Stations', '1 Station']","['3', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:26:55 GMT-0400 (Eastern Daylight Time)"
"524",524,"https://www.plugshare.com/location/603724","['41.785266']","['-72.623599']","['11 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:10:30 GMT-0400 (Eastern Daylight Time)"
"525",525,"https://www.plugshare.com/location/117740","['41.202742']","['-73.117486']","['200 E Main St, Stratford, CT 06614, USA ']","['1 Plug', '1 Plug']","['CHAdeMO', 'CCS1']","['50 kW', '50 kW']","['1 Station', '1 Station']","['1', '1']","['0', '0']","['0', '0']","['EVgo', 'EVgo']","Sat Jun 07 2025 12:38:25 GMT-0400 (Eastern Daylight Time)"
